# Renewables.ninja Wind (Point API) - 53.135, -5.555 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, wind_speed in m/s,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""wind_speed"": ""m/s""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""53.13479"""," ""lon"": ""-5.5548"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1000"""," ""height"": ""140"""," ""turbine"": ""Vestas V164 7000"""," ""raw"": true}}"
time,local_time,electricity,wind_speed,,,,,,,,,,,
01/03/2019 06:00,01/03/2019 06:00,198.595,6.336,,,,,,,,,,,
01/03/2019 07:00,01/03/2019 07:00,192.613,6.281,,,,,,,,,,,
01/03/2019 08:00,01/03/2019 08:00,186.615,6.221,,,,,,,,,,,
01/03/2019 09:00,01/03/2019 09:00,196.567,6.32,,,,,,,,,,,
01/03/2019 10:00,01/03/2019 10:00,229.493,6.621,,,,,,,,,,,
01/03/2019 11:00,01/03/2019 11:00,361.678,7.709,,,,,,,,,,,
01/03/2019 12:00,01/03/2019 12:00,526.017,8.93,,,,,,,,,,,
01/03/2019 13:00,01/03/2019 13:00,661.043,10.005,,,,,,,,,,,
01/03/2019 14:00,01/03/2019 14:00,741.475,10.754,,,,,,,,,,,
01/03/2019 15:00,01/03/2019 15:00,795.533,11.359,,,,,,,,,,,
01/03/2019 16:00,01/03/2019 16:00,807.842,11.506,,,,,,,,,,,
01/03/2019 17:00,01/03/2019 17:00,816.567,11.627,,,,,,,,,,,
01/03/2019 18:00,01/03/2019 18:00,831.756,11.835,,,,,,,,,,,
01/03/2019 19:00,01/03/2019 19:00,843.177,11.992,,,,,,,,,,,
01/03/2019 20:00,01/03/2019 20:00,859.773,12.259,,,,,,,,,,,
01/03/2019 21:00,01/03/2019 21:00,861.966,12.295,,,,,,,,,,,
01/03/2019 22:00,01/03/2019 22:00,774.269,11.101,,,,,,,,,,,
01/03/2019 23:00,01/03/2019 23:00,623.255,9.684,,,,,,,,,,,
02/03/2019 00:00,02/03/2019 00:00,415.227,8.108,,,,,,,,,,,
02/03/2019 01:00,02/03/2019 01:00,355.563,7.653,,,,,,,,,,,
02/03/2019 02:00,02/03/2019 02:00,546.989,9.088,,,,,,,,,,,
02/03/2019 03:00,02/03/2019 03:00,599.989,9.498,,,,,,,,,,,
02/03/2019 04:00,02/03/2019 04:00,606.713,9.554,,,,,,,,,,,
02/03/2019 05:00,02/03/2019 05:00,517.214,8.864,,,,,,,,,,,
02/03/2019 06:00,02/03/2019 06:00,378.959,7.832,,,,,,,,,,,
02/03/2019 07:00,02/03/2019 07:00,397.008,7.975,,,,,,,,,,,
02/03/2019 08:00,02/03/2019 08:00,630.855,9.741,,,,,,,,,,,
02/03/2019 09:00,02/03/2019 09:00,853.639,12.15,,,,,,,,,,,
02/03/2019 10:00,02/03/2019 10:00,956.187,14.593,,,,,,,,,,,
02/03/2019 11:00,02/03/2019 11:00,986.637,16.768,,,,,,,,,,,
02/03/2019 12:00,02/03/2019 12:00,984.372,18.325,,,,,,,,,,,
02/03/2019 13:00,02/03/2019 13:00,961.5,19.685,,,,,,,,,,,
02/03/2019 14:00,02/03/2019 14:00,943.706,20.237,,,,,,,,,,,
02/03/2019 15:00,02/03/2019 15:00,967.008,19.464,,,,,,,,,,,
02/03/2019 16:00,02/03/2019 16:00,987.965,17.639,,,,,,,,,,,
02/03/2019 17:00,02/03/2019 17:00,986.948,16.828,,,,,,,,,,,
02/03/2019 18:00,02/03/2019 18:00,981.564,16.097,,,,,,,,,,,
02/03/2019 19:00,02/03/2019 19:00,979.26,15.889,,,,,,,,,,,
02/03/2019 20:00,02/03/2019 20:00,977.536,15.746,,,,,,,,,,,
02/03/2019 21:00,02/03/2019 21:00,977.189,15.724,,,,,,,,,,,
02/03/2019 22:00,02/03/2019 22:00,979.758,15.921,,,,,,,,,,,
02/03/2019 23:00,02/03/2019 23:00,978.582,15.826,,,,,,,,,,,
03/03/2019 00:00,03/03/2019 00:00,970.231,15.269,,,,,,,,,,,
03/03/2019 01:00,03/03/2019 01:00,957.469,14.644,,,,,,,,,,,
03/03/2019 02:00,03/03/2019 02:00,938.35,13.958,,,,,,,,,,,
03/03/2019 03:00,03/03/2019 03:00,895.698,12.907,,,,,,,,,,,
03/03/2019 04:00,03/03/2019 04:00,845.923,12.042,,,,,,,,,,,
03/03/2019 05:00,03/03/2019 05:00,756.029,10.903,,,,,,,,,,,
03/03/2019 06:00,03/03/2019 06:00,670.795,10.083,,,,,,,,,,,
03/03/2019 07:00,03/03/2019 07:00,570.678,9.264,,,,,,,,,,,
03/03/2019 08:00,03/03/2019 08:00,367.04,7.747,,,,,,,,,,,
03/03/2019 09:00,03/03/2019 09:00,191.44,6.261,,,,,,,,,,,
03/03/2019 10:00,03/03/2019 10:00,87.574,5.012,,,,,,,,,,,
03/03/2019 11:00,03/03/2019 11:00,107.51,5.293,,,,,,,,,,,
03/03/2019 12:00,03/03/2019 12:00,272.062,6.99,,,,,,,,,,,
03/03/2019 13:00,03/03/2019 13:00,501.908,8.748,,,,,,,,,,,
03/03/2019 14:00,03/03/2019 14:00,580.087,9.343,,,,,,,,,,,
03/03/2019 15:00,03/03/2019 15:00,570.678,9.264,,,,,,,,,,,
03/03/2019 16:00,03/03/2019 16:00,302.337,7.239,,,,,,,,,,,
03/03/2019 17:00,03/03/2019 17:00,212.181,6.466,,,,,,,,,,,
03/03/2019 18:00,03/03/2019 18:00,747.771,10.822,,,,,,,,,,,
03/03/2019 19:00,03/03/2019 19:00,972.942,15.433,,,,,,,,,,,
03/03/2019 20:00,03/03/2019 20:00,983.937,16.348,,,,,,,,,,,
03/03/2019 21:00,03/03/2019 21:00,964.056,14.937,,,,,,,,,,,
03/03/2019 22:00,03/03/2019 22:00,908.7,13.189,,,,,,,,,,,
03/03/2019 23:00,03/03/2019 23:00,904.27,13.082,,,,,,,,,,,
04/03/2019 00:00,04/03/2019 00:00,907.417,13.156,,,,,,,,,,,
04/03/2019 01:00,04/03/2019 01:00,890.234,12.801,,,,,,,,,,,
04/03/2019 02:00,04/03/2019 02:00,860.684,12.274,,,,,,,,,,,
04/03/2019 03:00,04/03/2019 03:00,843.182,11.991,,,,,,,,,,,
04/03/2019 04:00,04/03/2019 04:00,828.614,11.782,,,,,,,,,,,
04/03/2019 05:00,04/03/2019 05:00,778.652,11.152,,,,,,,,,,,
04/03/2019 06:00,04/03/2019 06:00,701.741,10.365,,,,,,,,,,,
04/03/2019 07:00,04/03/2019 07:00,641.647,9.836,,,,,,,,,,,
04/03/2019 08:00,04/03/2019 08:00,652.313,9.921,,,,,,,,,,,
04/03/2019 09:00,04/03/2019 09:00,728.772,10.63,,,,,,,,,,,
04/03/2019 10:00,04/03/2019 10:00,834.618,11.876,,,,,,,,,,,
04/03/2019 11:00,04/03/2019 11:00,908.115,13.168,,,,,,,,,,,
04/03/2019 12:00,04/03/2019 12:00,937.811,13.948,,,,,,,,,,,
04/03/2019 13:00,04/03/2019 13:00,942.017,14.076,,,,,,,,,,,
04/03/2019 14:00,04/03/2019 14:00,926.523,13.627,,,,,,,,,,,
04/03/2019 15:00,04/03/2019 15:00,876.126,12.538,,,,,,,,,,,
04/03/2019 16:00,04/03/2019 16:00,799.724,11.412,,,,,,,,,,,
04/03/2019 17:00,04/03/2019 17:00,776.286,11.134,,,,,,,,,,,
04/03/2019 18:00,04/03/2019 18:00,797.776,11.388,,,,,,,,,,,
04/03/2019 19:00,04/03/2019 19:00,815.563,11.614,,,,,,,,,,,
04/03/2019 20:00,04/03/2019 20:00,829.066,11.797,,,,,,,,,,,
04/03/2019 21:00,04/03/2019 21:00,860.222,12.267,,,,,,,,,,,
04/03/2019 22:00,04/03/2019 22:00,904.364,13.093,,,,,,,,,,,
04/03/2019 23:00,04/03/2019 23:00,925.689,13.605,,,,,,,,,,,
05/03/2019 00:00,05/03/2019 00:00,921.661,13.498,,,,,,,,,,,
05/03/2019 01:00,05/03/2019 01:00,899.256,12.982,,,,,,,,,,,
05/03/2019 02:00,05/03/2019 02:00,877.003,12.553,,,,,,,,,,,
05/03/2019 03:00,05/03/2019 03:00,861.544,12.288,,,,,,,,,,,
05/03/2019 04:00,05/03/2019 04:00,871.435,12.455,,,,,,,,,,,
05/03/2019 05:00,05/03/2019 05:00,911.512,13.254,,,,,,,,,,,
05/03/2019 06:00,05/03/2019 06:00,939.745,14.01,,,,,,,,,,,
05/03/2019 07:00,05/03/2019 07:00,931.978,13.778,,,,,,,,,,,
05/03/2019 08:00,05/03/2019 08:00,922.479,13.511,,,,,,,,,,,
05/03/2019 09:00,05/03/2019 09:00,920.25,13.465,,,,,,,,,,,
05/03/2019 10:00,05/03/2019 10:00,929.809,13.717,,,,,,,,,,,
05/03/2019 11:00,05/03/2019 11:00,924.106,13.563,,,,,,,,,,,
05/03/2019 12:00,05/03/2019 12:00,916.854,13.376,,,,,,,,,,,
05/03/2019 13:00,05/03/2019 13:00,908.966,13.195,,,,,,,,,,,
05/03/2019 14:00,05/03/2019 14:00,885.336,12.707,,,,,,,,,,,
05/03/2019 15:00,05/03/2019 15:00,840.695,11.964,,,,,,,,,,,
05/03/2019 16:00,05/03/2019 16:00,757.123,10.922,,,,,,,,,,,
05/03/2019 17:00,05/03/2019 17:00,722.859,10.571,,,,,,,,,,,
05/03/2019 18:00,05/03/2019 18:00,747.27,10.818,,,,,,,,,,,
05/03/2019 19:00,05/03/2019 19:00,843.479,12.003,,,,,,,,,,,
05/03/2019 20:00,05/03/2019 20:00,896.796,12.931,,,,,,,,,,,
05/03/2019 21:00,05/03/2019 21:00,919.531,13.447,,,,,,,,,,,
05/03/2019 22:00,05/03/2019 22:00,956.026,14.579,,,,,,,,,,,
05/03/2019 23:00,05/03/2019 23:00,975.848,15.618,,,,,,,,,,,
06/03/2019 00:00,06/03/2019 00:00,984.733,16.46,,,,,,,,,,,
06/03/2019 01:00,06/03/2019 01:00,986.805,16.802,,,,,,,,,,,
06/03/2019 02:00,06/03/2019 02:00,988.203,17.426,,,,,,,,,,,
06/03/2019 03:00,06/03/2019 03:00,986.288,16.703,,,,,,,,,,,
06/03/2019 04:00,06/03/2019 04:00,980.392,15.983,,,,,,,,,,,
06/03/2019 05:00,06/03/2019 05:00,961.393,14.816,,,,,,,,,,,
06/03/2019 06:00,06/03/2019 06:00,928.467,13.68,,,,,,,,,,,
06/03/2019 07:00,06/03/2019 07:00,922.732,13.524,,,,,,,,,,,
06/03/2019 08:00,06/03/2019 08:00,907.351,13.149,,,,,,,,,,,
06/03/2019 09:00,06/03/2019 09:00,904.197,13.079,,,,,,,,,,,
06/03/2019 10:00,06/03/2019 10:00,877.361,12.56,,,,,,,,,,,
06/03/2019 11:00,06/03/2019 11:00,844.878,12.023,,,,,,,,,,,
06/03/2019 12:00,06/03/2019 12:00,795.53,11.359,,,,,,,,,,,
06/03/2019 13:00,06/03/2019 13:00,733.32,10.676,,,,,,,,,,,
06/03/2019 14:00,06/03/2019 14:00,694.705,10.305,,,,,,,,,,,
06/03/2019 15:00,06/03/2019 15:00,771.76,11.076,,,,,,,,,,,
06/03/2019 16:00,06/03/2019 16:00,866.698,12.367,,,,,,,,,,,
06/03/2019 17:00,06/03/2019 17:00,927.477,13.646,,,,,,,,,,,
06/03/2019 18:00,06/03/2019 18:00,962.836,14.887,,,,,,,,,,,
06/03/2019 19:00,06/03/2019 19:00,978.681,15.833,,,,,,,,,,,
06/03/2019 20:00,06/03/2019 20:00,981.301,16.072,,,,,,,,,,,
06/03/2019 21:00,06/03/2019 21:00,978.919,15.857,,,,,,,,,,,
06/03/2019 22:00,06/03/2019 22:00,973.653,15.478,,,,,,,,,,,
06/03/2019 23:00,06/03/2019 23:00,968.999,15.194,,,,,,,,,,,
07/03/2019 00:00,07/03/2019 00:00,968.462,15.165,,,,,,,,,,,
07/03/2019 01:00,07/03/2019 01:00,971.846,15.365,,,,,,,,,,,
07/03/2019 02:00,07/03/2019 02:00,978.545,15.825,,,,,,,,,,,
07/03/2019 03:00,07/03/2019 03:00,987.137,16.875,,,,,,,,,,,
07/03/2019 04:00,07/03/2019 04:00,987.361,17.847,,,,,,,,,,,
07/03/2019 05:00,07/03/2019 05:00,982.257,18.551,,,,,,,,,,,
07/03/2019 06:00,07/03/2019 06:00,973.015,19.178,,,,,,,,,,,
07/03/2019 07:00,07/03/2019 07:00,964.567,19.566,,,,,,,,,,,
07/03/2019 08:00,07/03/2019 08:00,964.582,19.566,,,,,,,,,,,
07/03/2019 09:00,07/03/2019 09:00,966.946,19.467,,,,,,,,,,,
07/03/2019 10:00,07/03/2019 10:00,970.274,19.308,,,,,,,,,,,
07/03/2019 11:00,07/03/2019 11:00,976.624,18.971,,,,,,,,,,,
07/03/2019 12:00,07/03/2019 12:00,983.724,18.397,,,,,,,,,,,
07/03/2019 13:00,07/03/2019 13:00,987.312,17.86,,,,,,,,,,,
07/03/2019 14:00,07/03/2019 14:00,988.175,17.305,,,,,,,,,,,
07/03/2019 15:00,07/03/2019 15:00,985.484,16.559,,,,,,,,,,,
07/03/2019 16:00,07/03/2019 16:00,974.395,15.527,,,,,,,,,,,
07/03/2019 17:00,07/03/2019 17:00,962.654,14.879,,,,,,,,,,,
07/03/2019 18:00,07/03/2019 18:00,944.981,14.173,,,,,,,,,,,
07/03/2019 19:00,07/03/2019 19:00,891.393,12.822,,,,,,,,,,,
07/03/2019 20:00,07/03/2019 20:00,841,11.969,,,,,,,,,,,
07/03/2019 21:00,07/03/2019 21:00,803.096,11.454,,,,,,,,,,,
07/03/2019 22:00,07/03/2019 22:00,728.797,10.623,,,,,,,,,,,
07/03/2019 23:00,07/03/2019 23:00,633.2,9.77,,,,,,,,,,,
08/03/2019 00:00,08/03/2019 00:00,471.742,8.523,,,,,,,,,,,
08/03/2019 01:00,08/03/2019 01:00,346.031,7.586,,,,,,,,,,,
08/03/2019 02:00,08/03/2019 02:00,244.432,6.753,,,,,,,,,,,
08/03/2019 03:00,08/03/2019 03:00,260.311,6.899,,,,,,,,,,,
08/03/2019 04:00,08/03/2019 04:00,337.842,7.523,,,,,,,,,,,
08/03/2019 05:00,08/03/2019 05:00,378.96,7.833,,,,,,,,,,,
08/03/2019 06:00,08/03/2019 06:00,403.461,8.021,,,,,,,,,,,
08/03/2019 07:00,08/03/2019 07:00,492.463,8.672,,,,,,,,,,,
08/03/2019 08:00,08/03/2019 08:00,658,9.979,,,,,,,,,,,
08/03/2019 09:00,08/03/2019 09:00,766.593,11.025,,,,,,,,,,,
08/03/2019 10:00,08/03/2019 10:00,878.928,12.578,,,,,,,,,,,
08/03/2019 11:00,08/03/2019 11:00,941.754,14.072,,,,,,,,,,,
08/03/2019 12:00,08/03/2019 12:00,968.633,15.176,,,,,,,,,,,
08/03/2019 13:00,08/03/2019 13:00,979.176,15.882,,,,,,,,,,,
08/03/2019 14:00,08/03/2019 14:00,979.982,15.944,,,,,,,,,,,
08/03/2019 15:00,08/03/2019 15:00,963.411,14.912,,,,,,,,,,,
08/03/2019 16:00,08/03/2019 16:00,918.045,13.399,,,,,,,,,,,
08/03/2019 17:00,08/03/2019 17:00,931.021,13.743,,,,,,,,,,,
08/03/2019 18:00,08/03/2019 18:00,969.479,15.227,,,,,,,,,,,
08/03/2019 19:00,08/03/2019 19:00,971.275,15.331,,,,,,,,,,,
08/03/2019 20:00,08/03/2019 20:00,949.629,14.342,,,,,,,,,,,
08/03/2019 21:00,08/03/2019 21:00,935.756,13.888,,,,,,,,,,,
08/03/2019 22:00,08/03/2019 22:00,904.954,13.106,,,,,,,,,,,
08/03/2019 23:00,08/03/2019 23:00,865.928,12.353,,,,,,,,,,,
09/03/2019 00:00,09/03/2019 00:00,836.467,11.896,,,,,,,,,,,
09/03/2019 01:00,09/03/2019 01:00,816.83,11.631,,,,,,,,,,,
09/03/2019 02:00,09/03/2019 02:00,766.169,11.014,,,,,,,,,,,
09/03/2019 03:00,09/03/2019 03:00,766.444,11.024,,,,,,,,,,,
09/03/2019 04:00,09/03/2019 04:00,806.807,11.496,,,,,,,,,,,
09/03/2019 05:00,09/03/2019 05:00,893.227,12.86,,,,,,,,,,,
09/03/2019 06:00,09/03/2019 06:00,952.996,14.47,,,,,,,,,,,
09/03/2019 07:00,09/03/2019 07:00,966.463,15.057,,,,,,,,,,,
09/03/2019 08:00,09/03/2019 08:00,982.196,16.152,,,,,,,,,,,
09/03/2019 09:00,09/03/2019 09:00,986.638,16.767,,,,,,,,,,,
09/03/2019 10:00,09/03/2019 10:00,986.267,16.699,,,,,,,,,,,
09/03/2019 11:00,09/03/2019 11:00,986.182,16.684,,,,,,,,,,,
09/03/2019 12:00,09/03/2019 12:00,986.65,16.773,,,,,,,,,,,
09/03/2019 13:00,09/03/2019 13:00,983.501,16.302,,,,,,,,,,,
09/03/2019 14:00,09/03/2019 14:00,959.736,14.747,,,,,,,,,,,
09/03/2019 15:00,09/03/2019 15:00,905.54,13.119,,,,,,,,,,,
09/03/2019 16:00,09/03/2019 16:00,853.597,12.156,,,,,,,,,,,
09/03/2019 17:00,09/03/2019 17:00,700.641,10.358,,,,,,,,,,,
09/03/2019 18:00,09/03/2019 18:00,408.379,8.05,,,,,,,,,,,
09/03/2019 19:00,09/03/2019 19:00,212.183,6.466,,,,,,,,,,,
09/03/2019 20:00,09/03/2019 20:00,203.743,6.39,,,,,,,,,,,
09/03/2019 21:00,09/03/2019 21:00,204.983,6.401,,,,,,,,,,,
09/03/2019 22:00,09/03/2019 22:00,222.735,6.568,,,,,,,,,,,
09/03/2019 23:00,09/03/2019 23:00,287.823,7.123,,,,,,,,,,,
10/03/2019 00:00,10/03/2019 00:00,398.199,7.982,,,,,,,,,,,
10/03/2019 01:00,10/03/2019 01:00,421.988,8.158,,,,,,,,,,,
10/03/2019 02:00,10/03/2019 02:00,355.062,7.649,,,,,,,,,,,
10/03/2019 03:00,10/03/2019 03:00,169.033,6.033,,,,,,,,,,,
10/03/2019 04:00,10/03/2019 04:00,4.627,2.676,,,,,,,,,,,
10/03/2019 05:00,10/03/2019 05:00,170.038,6.045,,,,,,,,,,,
10/03/2019 06:00,10/03/2019 06:00,755.736,10.897,,,,,,,,,,,
10/03/2019 07:00,10/03/2019 07:00,973.263,15.453,,,,,,,,,,,
10/03/2019 08:00,10/03/2019 08:00,985.038,18.252,,,,,,,,,,,
10/03/2019 09:00,10/03/2019 09:00,986.817,17.971,,,,,,,,,,,
10/03/2019 10:00,10/03/2019 10:00,979.354,18.788,,,,,,,,,,,
10/03/2019 11:00,10/03/2019 11:00,969.228,19.365,,,,,,,,,,,
10/03/2019 12:00,10/03/2019 12:00,984.549,18.304,,,,,,,,,,,
10/03/2019 13:00,10/03/2019 13:00,987.472,16.967,,,,,,,,,,,
10/03/2019 14:00,10/03/2019 14:00,981.989,16.14,,,,,,,,,,,
10/03/2019 15:00,10/03/2019 15:00,984.699,16.455,,,,,,,,,,,
10/03/2019 16:00,10/03/2019 16:00,987.824,17.091,,,,,,,,,,,
10/03/2019 17:00,10/03/2019 17:00,987.252,16.909,,,,,,,,,,,
10/03/2019 18:00,10/03/2019 18:00,987.18,16.891,,,,,,,,,,,
10/03/2019 19:00,10/03/2019 19:00,987.861,17.684,,,,,,,,,,,
10/03/2019 20:00,10/03/2019 20:00,984.564,18.302,,,,,,,,,,,
10/03/2019 21:00,10/03/2019 21:00,985.591,18.177,,,,,,,,,,,
10/03/2019 22:00,10/03/2019 22:00,987.39,17.839,,,,,,,,,,,
10/03/2019 23:00,10/03/2019 23:00,987.883,17.67,,,,,,,,,,,
11/03/2019 00:00,11/03/2019 00:00,988.203,17.425,,,,,,,,,,,
11/03/2019 01:00,11/03/2019 01:00,987.483,16.974,,,,,,,,,,,
11/03/2019 02:00,11/03/2019 02:00,982.566,16.2,,,,,,,,,,,
11/03/2019 03:00,11/03/2019 03:00,976.222,15.642,,,,,,,,,,,
11/03/2019 04:00,11/03/2019 04:00,966.949,15.085,,,,,,,,,,,
11/03/2019 05:00,11/03/2019 05:00,945.343,14.186,,,,,,,,,,,
11/03/2019 06:00,11/03/2019 06:00,918.107,13.401,,,,,,,,,,,
11/03/2019 07:00,11/03/2019 07:00,808.403,11.513,,,,,,,,,,,
11/03/2019 08:00,11/03/2019 08:00,663.541,10.027,,,,,,,,,,,
11/03/2019 09:00,11/03/2019 09:00,531.57,8.972,,,,,,,,,,,
11/03/2019 10:00,11/03/2019 10:00,463.168,8.464,,,,,,,,,,,
11/03/2019 11:00,11/03/2019 11:00,468.104,8.496,,,,,,,,,,,
11/03/2019 12:00,11/03/2019 12:00,600.309,9.501,,,,,,,,,,,
11/03/2019 13:00,11/03/2019 13:00,780.518,11.182,,,,,,,,,,,
11/03/2019 14:00,11/03/2019 14:00,894.561,12.887,,,,,,,,,,,
11/03/2019 15:00,11/03/2019 15:00,950.024,14.349,,,,,,,,,,,
11/03/2019 16:00,11/03/2019 16:00,978.226,15.802,,,,,,,,,,,
11/03/2019 17:00,11/03/2019 17:00,987.682,17.028,,,,,,,,,,,
11/03/2019 18:00,11/03/2019 18:00,978.795,18.824,,,,,,,,,,,
11/03/2019 19:00,11/03/2019 19:00,935.103,20.456,,,,,,,,,,,
11/03/2019 20:00,11/03/2019 20:00,857.687,21.802,,,,,,,,,,,
11/03/2019 21:00,11/03/2019 21:00,760.403,22.892,,,,,,,,,,,
11/03/2019 22:00,11/03/2019 22:00,743.018,23.053,,,,,,,,,,,
11/03/2019 23:00,11/03/2019 23:00,749.516,22.996,,,,,,,,,,,
12/03/2019 00:00,12/03/2019 00:00,818.211,22.289,,,,,,,,,,,
12/03/2019 01:00,12/03/2019 01:00,966.954,19.467,,,,,,,,,,,
12/03/2019 02:00,12/03/2019 02:00,983.803,16.338,,,,,,,,,,,
12/03/2019 03:00,12/03/2019 03:00,934.802,13.86,,,,,,,,,,,
12/03/2019 04:00,12/03/2019 04:00,853.336,12.148,,,,,,,,,,,
12/03/2019 05:00,12/03/2019 05:00,800.808,11.425,,,,,,,,,,,
12/03/2019 06:00,12/03/2019 06:00,799.465,11.399,,,,,,,,,,,
12/03/2019 07:00,12/03/2019 07:00,815.548,11.614,,,,,,,,,,,
12/03/2019 08:00,12/03/2019 08:00,827.364,11.772,,,,,,,,,,,
12/03/2019 09:00,12/03/2019 09:00,819.08,11.655,,,,,,,,,,,
12/03/2019 10:00,12/03/2019 10:00,829.613,11.805,,,,,,,,,,,
12/03/2019 11:00,12/03/2019 11:00,892.268,12.83,,,,,,,,,,,
12/03/2019 12:00,12/03/2019 12:00,933.81,13.825,,,,,,,,,,,
12/03/2019 13:00,12/03/2019 13:00,964.163,14.945,,,,,,,,,,,
12/03/2019 14:00,12/03/2019 14:00,988.128,17.262,,,,,,,,,,,
12/03/2019 15:00,12/03/2019 15:00,980.258,18.713,,,,,,,,,,,
12/03/2019 16:00,12/03/2019 16:00,966.323,19.494,,,,,,,,,,,
12/03/2019 17:00,12/03/2019 17:00,924.69,20.697,,,,,,,,,,,
12/03/2019 18:00,12/03/2019 18:00,858.178,21.798,,,,,,,,,,,
12/03/2019 19:00,12/03/2019 19:00,817.11,22.301,,,,,,,,,,,
12/03/2019 20:00,12/03/2019 20:00,792.457,22.567,,,,,,,,,,,
12/03/2019 21:00,12/03/2019 21:00,787.231,22.622,,,,,,,,,,,
12/03/2019 22:00,12/03/2019 22:00,777.886,22.72,,,,,,,,,,,
12/03/2019 23:00,12/03/2019 23:00,775.873,22.733,,,,,,,,,,,
13/03/2019 00:00,13/03/2019 00:00,809.2,22.382,,,,,,,,,,,
13/03/2019 01:00,13/03/2019 01:00,846.672,21.948,,,,,,,,,,,
13/03/2019 02:00,13/03/2019 02:00,870.257,21.631,,,,,,,,,,,
13/03/2019 03:00,13/03/2019 03:00,884.94,21.413,,,,,,,,,,,
13/03/2019 04:00,13/03/2019 04:00,882.718,21.447,,,,,,,,,,,
13/03/2019 05:00,13/03/2019 05:00,894.41,21.261,,,,,,,,,,,
13/03/2019 06:00,13/03/2019 06:00,919.409,20.803,,,,,,,,,,,
13/03/2019 07:00,13/03/2019 07:00,939.262,20.36,,,,,,,,,,,
13/03/2019 08:00,13/03/2019 08:00,950.167,20.052,,,,,,,,,,,
13/03/2019 09:00,13/03/2019 09:00,960.243,19.731,,,,,,,,,,,
13/03/2019 10:00,13/03/2019 10:00,972.351,19.213,,,,,,,,,,,
13/03/2019 11:00,13/03/2019 11:00,982.827,18.489,,,,,,,,,,,
13/03/2019 12:00,13/03/2019 12:00,987.877,17.679,,,,,,,,,,,
13/03/2019 13:00,13/03/2019 13:00,984.512,16.43,,,,,,,,,,,
13/03/2019 14:00,13/03/2019 14:00,966.262,15.052,,,,,,,,,,,
13/03/2019 15:00,13/03/2019 15:00,955.79,14.575,,,,,,,,,,,
13/03/2019 16:00,13/03/2019 16:00,929.43,13.707,,,,,,,,,,,
13/03/2019 17:00,13/03/2019 17:00,901.807,13.038,,,,,,,,,,,
13/03/2019 18:00,13/03/2019 18:00,889.426,12.785,,,,,,,,,,,
13/03/2019 19:00,13/03/2019 19:00,895.64,12.899,,,,,,,,,,,
13/03/2019 20:00,13/03/2019 20:00,924.521,13.574,,,,,,,,,,,
13/03/2019 21:00,13/03/2019 21:00,953.998,14.509,,,,,,,,,,,
13/03/2019 22:00,13/03/2019 22:00,971.825,15.364,,,,,,,,,,,
13/03/2019 23:00,13/03/2019 23:00,983.205,16.269,,,,,,,,,,,
14/03/2019 00:00,14/03/2019 00:00,988.12,17.542,,,,,,,,,,,
14/03/2019 01:00,14/03/2019 01:00,985.068,18.248,,,,,,,,,,,
14/03/2019 02:00,14/03/2019 02:00,978.908,18.812,,,,,,,,,,,
14/03/2019 03:00,14/03/2019 03:00,964.861,19.554,,,,,,,,,,,
14/03/2019 04:00,14/03/2019 04:00,944.787,20.207,,,,,,,,,,,
14/03/2019 05:00,14/03/2019 05:00,944.52,20.222,,,,,,,,,,,
14/03/2019 06:00,14/03/2019 06:00,962.87,19.633,,,,,,,,,,,
14/03/2019 07:00,14/03/2019 07:00,980.341,18.707,,,,,,,,,,,
14/03/2019 08:00,14/03/2019 08:00,987.287,17.866,,,,,,,,,,,
14/03/2019 09:00,14/03/2019 09:00,985.516,16.572,,,,,,,,,,,
14/03/2019 10:00,14/03/2019 10:00,978.92,15.856,,,,,,,,,,,
14/03/2019 11:00,14/03/2019 11:00,974.623,15.542,,,,,,,,,,,
14/03/2019 12:00,14/03/2019 12:00,967.337,15.111,,,,,,,,,,,
14/03/2019 13:00,14/03/2019 13:00,954.783,14.54,,,,,,,,,,,
14/03/2019 14:00,14/03/2019 14:00,939.284,13.987,,,,,,,,,,,
14/03/2019 15:00,14/03/2019 15:00,907,13.145,,,,,,,,,,,
14/03/2019 16:00,14/03/2019 16:00,865.159,12.344,,,,,,,,,,,
14/03/2019 17:00,14/03/2019 17:00,793.445,11.327,,,,,,,,,,,
14/03/2019 18:00,14/03/2019 18:00,656.98,9.962,,,,,,,,,,,
14/03/2019 19:00,14/03/2019 19:00,548.194,9.098,,,,,,,,,,,
14/03/2019 20:00,14/03/2019 20:00,642.111,9.844,,,,,,,,,,,
14/03/2019 21:00,14/03/2019 21:00,876.478,12.544,,,,,,,,,,,
14/03/2019 22:00,14/03/2019 22:00,965.156,14.989,,,,,,,,,,,
14/03/2019 23:00,14/03/2019 23:00,986.743,16.792,,,,,,,,,,,
15/03/2019 00:00,15/03/2019 00:00,984.992,18.258,,,,,,,,,,,
